movimentacao_id,numero_processo,data_movimentacao,tipo_ato,advogado_responsavel,descricao,prazo_gerado,concluido
5205,2267110-24.2021.5.78.6025,2023-01-25,laudo pericial,Dra. Fontes,aguardando manifestação da parte contrária,,não
5206,1974389-81.2024.5.57.9354,26 de julho de 2023,sentença,Dr. Barros,audiência marcada para 02/06/2026,,
5207,2129757-49.2025.4.14.5657,13 de agosto de 2020,agravo regimental,Dr. Barros,documentos pendentes de entrega pelo cliente,,S
5208,2100417-68.2021.7.29.9662,14/01/2026,acordo extrajudicial,Dr. Barros,Prazo fatal: 19/02/26,,1
5209,6547287-16.2023.4.15.7491,29 de julho de 2024,acordo extrajudicial,DRA. CAVALCANTE,audiência marcada para 03/07/2026,,0
5210,9108785-98.2021.3.78.6687,09/06/24,petição inicial,Dr. Melo,documentos pendentes de entrega pelo cliente,13 de abril de 2026,sim
5211,6260319-38.2024.8.96.1114,03/11/2020,memoriais,DRA. CAVALCANTE,Prazo fatal: 2026-06-02,,sim
5212,9398629-61.2022.5.88.8253,25 de maio de 2020,despacho,Dra. Cavalcante,,2026-09-18,N
5213,5786762-52.2021.9.21.3037,2022-08-07,agravo regimental,Dr. Barros,,,S
5214,8905709-90.2020.9.55.2471,1 de abril de 2025,memoriais,dr. melo,juntada de documentos realizada,,1
5215,3346094-93.2020.2.94.1759,19/09/2020,despacho,Dr. Melo,documentos pendentes de entrega pelo cliente,,sim
5216,8827641-36.2022.5.59.8715,02/07/25,embargos de declaração,dr. melo,diligência externa necessária,,1
5217,2545435-52.2025.3.59.7623,2021-02-21,despacho,Dr. Barros,audiência marcada para 29/10/2026,,
5218,7115217-41.2025.1.67.7692,02/11/2020,sentença,Dr. Barros,Prazo fatal: 10 de julho de 2026,29 de outubro de 2026,
5219,5217157-98.2020.2.64.4094,2021-03-13,agravo regimental,Dra Fontes,diligência externa necessária,,S
5220,5050722-10.2024.8.29.4298,21/05/2024,habilitação,Dr. Barros,aguardando manifestação da parte contrária,30/07/26,
5221,8735892-74.2025.8.18.9411,26/08/19,petição inicial,Dra. Cavalcante,audiência marcada para 21 de setembro de 2026,,S
5222,2397582-22.2023.9.93.4223,29/03/2022,citação,Dr. Barros,documentos pendentes de entrega pelo cliente,12/02/2026,1
5223,5401874-62.2025.2.46.8337,2023-04-13,habilitação,dr. melo,,,não
5224,5214684-96.2020.6.84.9986,2021-11-09,audiência de instrução,Dra. Fontes,aguardando manifestação da parte contrária,,S
5225,5058333-37.2021.3.98.8848,2024-02-09,petição inicial,dr. melo,Prazo fatal: 2026-06-05,,sim
5226,2842764-33.2025.7.99.7279,07/07/2023,petição inicial,Dra. Cavalcante,aguardando manifestação da parte contrária,12/01/26,1
5227,7544569-30.2022.4.91.9370,3 de junho de 2025,laudo pericial,Dr. Barros,Prazo fatal: 2026-02-28,,N
5228,7323234-16.2020.9.59.5035,13/10/2022,laudo pericial,Dr. Melo,diligência externa necessária,,
5229,5472823-70.2022.4.41.7624,27/11/25,audiência de instrução,Dr. Barros,audiência marcada para 15/10/26,,não
5230,1272937-41.2023.5.75.9958,22 de fevereiro de 2021,laudo pericial,Dr. Barros,prazo para recurso: 18 dias úteis a contar da intimação,,S
5231,3975387-89.2023.4.55.7631,22 de fevereiro de 2022,petição inicial,Dra. Cavalcante,juntada de documentos realizada,,0
5232,2019436-32.2020.6.16.9856,2025-01-10,embargos de declaração,Dr. Barros,audiência marcada para 01/12/2026,,não
5233,6992158-64.2024.5.43.7750,2023-01-08,embargos de declaração,Dra. Cavalcante,aguardando manifestação da parte contrária,20 de janeiro de 2026,S
5234,7724543-49.2023.9.44.7412,27/08/2022,recurso de apelação,Dr. Barros,diligência externa necessária,,0
5235,9425559-65.2022.6.99.1309,2021-07-01,citação,Dr. Barros,Prazo fatal: 2026-05-19,,não
5236,9822459-92.2024.8.17.6403,10/10/2021,memoriais,dr. melo,prazo para recurso: 28 dias úteis a contar da intimação,,N
5237,3242098-97.2025.4.44.9916,25 de novembro de 2022,recurso de apelação,Dra. Fontes,audiência marcada para 23/04/26,2026-12-11,sim
5238,5788467-41.2023.8.93.8134,30 de abril de 2023,intimação,Dra Fontes,diligência externa necessária,,
5239,5271615-59.2021.2.54.6844,19 de agosto de 2023,sentença,Dra. Cavalcante,documentos pendentes de entrega pelo cliente,,1
5240,1346701-74.2024.1.65.8985,2023-02-09,réplica,Dra. Cavalcante,prazo para recurso: 17 dias úteis a contar da intimação,,N
5241,4085001-92.2022.6.76.8938,2024-04-14,audiência de instrução,Dr. Barros,Prazo fatal: 4 de agosto de 2026,25 de abril de 2026,sim
5242,8286382-50.2025.4.53.4414,2 de maio de 2023,agravo regimental,Dra. Cavalcante,juntada de documentos realizada,,não
5243,5660649-86.2020.5.86.9291,03/01/21,agravo regimental,Dra. Cavalcante,audiência marcada para 06/06/26,2026-03-08,1
5244,3464073-25.2022.8.73.5075,24 de março de 2025,réplica,Dra. Fontes,documentos pendentes de entrega pelo cliente,2026-04-06,não
5245,2341370-92.2024.9.60.8122,27/12/2019,sentença,Dra. Fontes,documentos pendentes de entrega pelo cliente,2026-12-28,N
5246,7274275-74.2020.1.22.9780,05/11/24,acordo extrajudicial,Dr. Barros,documentos pendentes de entrega pelo cliente,,sim
5247,5210656-44.2021.1.39.2474,14/08/20,despacho,Dr. Barros,prazo para recurso: 26 dias úteis a contar da intimação,,sim
5248,6339808-70.2020.2.67.1325,2021-09-07,audiência de instrução,DRA. CAVALCANTE,documentos pendentes de entrega pelo cliente,,sim
5249,4180949-86.2020.3.26.7593,2021-01-04,laudo pericial,Dr. Barros,documentos pendentes de entrega pelo cliente,,N
5250,8323566-47.2021.3.26.4644,2021-07-08,intimação,Dr. Barros,diligência externa necessária,,N
5251,7398699-88.2025.6.55.3587,2023-03-17,réplica,Dr. Melo,,,0
5252,8843195-99.2024.6.39.2836,22 de setembro de 2019,acordo extrajudicial,DRA. CAVALCANTE,Prazo fatal: 08/12/2026,,0
5253,2191287-57.2021.1.18.8228,5 de dezembro de 2024,despacho,dr. melo,prazo para recurso: 22 dias úteis a contar da intimação,06/07/2026,1
5254,5217157-98.2020.2.64.4094,04/02/2022,sentença,DRA. CAVALCANTE,Prazo fatal: 03/02/26,28/06/2026,1
5255,6524227-53.2025.1.97.6214,25/11/25,embargos de declaração,DRA. CAVALCANTE,diligência externa necessária,,S
5256,2292432-35.2025.5.83.7063,16/12/2022,embargos de declaração,DRA. CAVALCANTE,juntada de documentos realizada,,sim
5257,3710559-31.2020.9.95.2540,28/11/2022,embargos de declaração,Dr. Melo,Prazo fatal: 31/07/2026,,1
5258,8749473-21.2020.4.12.9144,19/03/2025,acordo extrajudicial,Dra. Cavalcante,juntada de documentos realizada,01/06/2026,N
5259,1353022-94.2023.9.79.1203,19/08/2020,intimação,dr. melo,,,0
5260,8209168-30.2020.1.41.7632,2024-03-12,acordo extrajudicial,Dr. Barros,documentos pendentes de entrega pelo cliente,,sim
5261,2966787-79.2022.1.41.9944,08/03/24,despacho,Dr. Barros,,,S
5262,9398629-61.2022.5.88.8253,10 de setembro de 2020,habilitação,Dr. Barros,,,não
5263,9798556-59.2021.3.62.3110,13 de abril de 2026,contestação,Dra. Fontes,diligência externa necessária,2026-01-12,N
5264,7136189-41.2024.2.60.1768,07/07/2021,laudo pericial,Dr. Melo,Prazo fatal: 12/02/26,,sim
5265,1602496-64.2022.5.79.8340,23 de fevereiro de 2020,petição inicial,DRA. CAVALCANTE,Prazo fatal: 04/08/26,,sim
5266,4563779-48.2023.2.87.9606,2021-03-26,acordo extrajudicial,Dr. Barros,prazo para recurso: 27 dias úteis a contar da intimação,,S
5267,9970343-38.2020.5.18.4483,16/08/24,memoriais,dr. melo,prazo para recurso: 5 dias úteis a contar da intimação,6 de novembro de 2026,
5268,2966787-79.2022.1.41.9944,22/12/2021,recurso de apelação,Dr. Barros,prazo para recurso: 16 dias úteis a contar da intimação,,0
5269,4563779-48.2023.2.87.9606,23 de abril de 2023,contestação,Dra Fontes,Prazo fatal: 6 de dezembro de 2026,,não
5270,5996426-23.2022.8.20.3566,06/07/25,recurso de apelação,Dra. Cavalcante,audiência marcada para 02/07/26,,S
5271,5638123-23.2024.7.30.5009,29/04/23,audiência de instrução,Dr. Barros,audiência marcada para 30 de dezembro de 2026,,
5272,2236315-26.2022.5.82.8939,26 de abril de 2022,contestação,Dr. Barros,audiência marcada para 22/07/26,2026-07-02,S
5273,4314934-26.2021.7.14.7244,1 de dezembro de 2021,sentença,dr. melo,juntada de documentos realizada,,sim
5274,4865461-96.2025.2.64.9143,2022-11-26,petição inicial,Dra. Cavalcante,audiência marcada para 01/11/2026,27 de outubro de 2026,sim
5275,6260319-38.2024.8.96.1114,26/10/2021,sentença,Dra Fontes,diligência externa necessária,,0
5276,8886588-26.2020.9.65.6361,31/12/22,embargos de declaração,Dra. Cavalcante,Prazo fatal: 12 de maio de 2026,12 de maio de 2026,N
5277,5159219-49.2023.5.25.3676,2024-02-10,embargos de declaração,Dra. Fontes,diligência externa necessária,,
5278,5966644-82.2023.4.88.9951,2021-08-07,laudo pericial,Dra. Cavalcante,documentos pendentes de entrega pelo cliente,,1
5279,7640585-40.2023.1.57.1721,22 de maio de 2022,habilitação,Dr. Melo,juntada de documentos realizada,2026-09-18,N
5280,3168718-77.2025.2.92.8027,08/04/2022,audiência de instrução,dr. melo,audiência marcada para 01/11/26,,sim
5281,1667591-67.2025.4.69.9424,2020-04-17,petição inicial,Dr. Melo,audiência marcada para 7 de outubro de 2026,2026-02-09,não
5282,2490107-19.2023.9.10.7930,12/03/2025,citação,Dr. Barros,aguardando manifestação da parte contrária,12/05/26,
5283,1757615-27.2025.7.10.3762,29/02/2020,petição inicial,Dr. Melo,Prazo fatal: 26/11/2026,,não
5284,3054975-46.2023.4.85.5879,10/03/24,réplica,Dra Fontes,juntada de documentos realizada,,sim
5285,4893809-11.2021.7.19.9759,14/11/2025,contestação,Dra Fontes,aguardando manifestação da parte contrária,,sim
5286,5755257-93.2020.8.44.2882,20/11/20,acordo extrajudicial,Dr. Barros,audiência marcada para 28/04/26,13 de abril de 2026,1
5287,3766710-17.2025.4.91.1472,29 de outubro de 2024,acordo extrajudicial,Dra. Cavalcante,,,1
5288,9885734-21.2023.9.74.3450,2 de agosto de 2023,citação,Dra Fontes,Prazo fatal: 20 de dezembro de 2026,,não
5289,2016341-89.2023.7.48.2724,20/01/2022,memoriais,Dra Fontes,aguardando manifestação da parte contrária,,
5290,3496733-55.2020.2.43.8503,09/08/20,agravo regimental,dr. melo,,,0
5291,2292432-35.2025.5.83.7063,23 de março de 2023,réplica,dr. melo,juntada de documentos realizada,17/12/26,não
5292,7245951-43.2021.4.11.7623,21/01/22,sentença,Dra. Cavalcante,aguardando manifestação da parte contrária,,não
5293,6260319-38.2024.8.96.1114,14/10/2025,memoriais,Dr. Melo,prazo para recurso: 23 dias úteis a contar da intimação,,sim
5294,6663627-76.2023.9.26.5770,2020-11-09,agravo regimental,Dr. Melo,prazo para recurso: 9 dias úteis a contar da intimação,,S
5295,3679963-72.2020.9.29.7859,26/08/2019,laudo pericial,Dr. Barros,documentos pendentes de entrega pelo cliente,,
5296,4064382-39.2022.4.13.8937,2021-11-26,laudo pericial,Dra. Cavalcante,aguardando manifestação da parte contrária,,0
5297,7419280-60.2021.1.40.9417,15/08/24,acordo extrajudicial,DRA. CAVALCANTE,Prazo fatal: 13/07/2026,,sim
5298,5786762-52.2021.9.21.3037,27/10/22,laudo pericial,Dr. Barros,juntada de documentos realizada,,não
5299,9062552-47.2024.4.22.8265,05/05/20,intimação,dr. melo,diligência externa necessária,01/03/2026,S
5300,3922248-27.2025.1.42.4047,2020-02-26,petição inicial,Dra Fontes,documentos pendentes de entrega pelo cliente,,S
5301,1013314-48.2023.4.39.2083,03/10/2023,petição inicial,Dr. Barros,audiência marcada para 08/10/26,,1
5302,6425355-10.2021.6.53.2041,12 de agosto de 2022,contestação,dr. melo,Prazo fatal: 23 de junho de 2026,,
5303,4299848-20.2023.2.47.7396,12/09/2023,memoriais,dr. melo,prazo para recurso: 6 dias úteis a contar da intimação,,N
5304,5700249-43.2020.5.57.9341,10 de fevereiro de 2020,audiência de instrução,Dr. Barros,Prazo fatal: 14/01/26,,
5305,3260101-88.2022.8.37.9169,03/05/22,embargos de declaração,DRA. CAVALCANTE,audiência marcada para 30/11/26,2026-01-24,não
5306,8630644-97.2025.3.28.1296,30 de maio de 2022,intimação,Dra Fontes,diligência externa necessária,,sim
5307,5159219-49.2023.5.25.3676,14/08/19,laudo pericial,Dr. Melo,audiência marcada para 22 de novembro de 2026,,S
5308,3542799-64.2025.6.13.7299,2025-02-26,habilitação,Dr. Melo,juntada de documentos realizada,,S
5309,4865461-96.2025.2.64.9143,2020-02-01,sentença,dr. melo,aguardando manifestação da parte contrária,,S
5310,6267378-50.2021.9.19.9923,15/07/2019,petição inicial,dr. melo,juntada de documentos realizada,,
5311,4687348-31.2023.1.92.6907,14/06/2024,memoriais,Dra Fontes,prazo para recurso: 30 dias úteis a contar da intimação,30 de outubro de 2026,0
5312,5266269-78.2021.7.59.1392,09/11/25,sentença,DRA. CAVALCANTE,,,0
5313,6260319-38.2024.8.96.1114,2020-11-14,memoriais,Dra. Cavalcante,diligência externa necessária,,1
5314,8097721-13.2023.1.47.8354,2023-10-13,acordo extrajudicial,Dr. Melo,Prazo fatal: 24 de outubro de 2026,,não
5315,9636371-69.2025.8.67.4068,14/03/21,réplica,Dr. Barros,,,1
5316,5953905-94.2022.5.44.3245,11/10/22,agravo regimental,Dra. Cavalcante,diligência externa necessária,,1
5317,5284129-51.2020.3.32.5205,22/10/2021,citação,Dr. Barros,,,N
5318,1346701-74.2024.1.65.8985,17/11/2023,réplica,Dra. Fontes,audiência marcada para 27 de março de 2026,,N
5319,8306601-19.2020.3.50.7457,17 de março de 2025,agravo regimental,Dr. Melo,prazo para recurso: 13 dias úteis a contar da intimação,,N
5320,2100417-68.2021.7.29.9662,20/09/2020,réplica,Dra. Fontes,,,S
5321,9824532-76.2023.6.37.2040,22/06/2025,sentença,Dr. Melo,,,N
5322,5451988-41.2020.2.82.4041,1 de agosto de 2023,habilitação,Dra. Fontes,,,1
5323,8986773-71.2022.6.45.5854,09/01/2020,laudo pericial,dr. melo,juntada de documentos realizada,27/01/26,sim
5324,2112478-55.2024.2.51.9095,14/10/24,contestação,dr. melo,audiência marcada para 22 de abril de 2026,,não
5325,8886588-26.2020.9.65.6361,2025-02-13,petição inicial,dr. melo,Prazo fatal: 2026-08-05,09/03/2026,sim
5326,6018860-77.2022.1.94.1315,2025-05-23,citação,dr. melo,documentos pendentes de entrega pelo cliente,,1
5327,2231929-89.2024.6.41.5461,17 de janeiro de 2020,sentença,Dr. Barros,aguardando manifestação da parte contrária,18/05/26,0
5328,1878000-50.2025.7.58.1197,06/11/2020,citação,Dra Fontes,juntada de documentos realizada,2026-10-15,sim
5329,3724721-44.2021.9.75.5553,2023-06-29,embargos de declaração,Dr. Barros,diligência externa necessária,14 de outubro de 2026,1
5330,5068524-45.2025.9.91.6906,25/02/2023,embargos de declaração,Dra Fontes,documentos pendentes de entrega pelo cliente,,N
5331,4433355-55.2023.8.48.9346,21 de setembro de 2025,recurso de apelação,Dr. Barros,audiência marcada para 2026-08-16,,N
5332,8097721-13.2023.1.47.8354,26 de agosto de 2022,memoriais,Dra. Fontes,,,não
5333,5753123-52.2021.4.48.4042,13/06/21,audiência de instrução,Dr. Barros,juntada de documentos realizada,2026-12-29,1
5334,7115217-41.2025.1.67.7692,20/05/2025,recurso de apelação,Dr. Melo,prazo para recurso: 28 dias úteis a contar da intimação,,0
5335,4433355-55.2023.8.48.9346,22 de abril de 2022,laudo pericial,DRA. CAVALCANTE,aguardando manifestação da parte contrária,,0
5336,7245951-43.2021.4.11.7623,17/02/21,embargos de declaração,DRA. CAVALCANTE,diligência externa necessária,,S
5337,1116024-57.2025.8.16.4043,07/11/2023,citação,Dra. Fontes,documentos pendentes de entrega pelo cliente,,N
5338,5953905-94.2022.5.44.3245,2023-01-23,audiência de instrução,Dra. Cavalcante,diligência externa necessária,9 de março de 2026,1
5339,5753123-52.2021.4.48.4042,29 de dezembro de 2025,memoriais,Dra Fontes,Prazo fatal: 15/04/26,,N
5340,3710559-31.2020.9.95.2540,17/11/2024,intimação,Dr. Melo,,28 de abril de 2026,N
5341,6101036-60.2022.7.49.3295,19/06/21,citação,Dr. Barros,juntada de documentos realizada,,
5342,8183950-10.2021.5.84.9388,03/06/21,despacho,Dra. Fontes,,12/12/26,
5343,7722274-26.2024.9.14.7062,16/11/23,memoriais,Dra. Cavalcante,juntada de documentos realizada,,não
5344,2411026-52.2022.6.26.7373,19/04/2025,contestação,dr. melo,documentos pendentes de entrega pelo cliente,,
5345,1833330-93.2025.8.61.3405,29 de outubro de 2021,acordo extrajudicial,Dra Fontes,Prazo fatal: 2026-05-25,22 de julho de 2026,não
5346,3924425-56.2021.9.58.2912,24 de setembro de 2025,laudo pericial,Dra. Cavalcante,diligência externa necessária,,N
5347,9110060-16.2025.2.29.4716,03/06/2021,habilitação,Dra. Fontes,diligência externa necessária,,N
5348,4865461-96.2025.2.64.9143,2020-02-08,recurso de apelação,Dra. Cavalcante,Prazo fatal: 24/08/26,,sim
5349,5438623-45.2022.4.51.7250,2023-05-09,memoriais,Dra Fontes,diligência externa necessária,,sim
5350,9898363-27.2020.4.89.2966,30/07/2024,citação,Dra Fontes,juntada de documentos realizada,,sim
5351,3710559-31.2020.9.95.2540,10 de março de 2025,habilitação,Dra Fontes,documentos pendentes de entrega pelo cliente,,não
5352,7640585-40.2023.1.57.1721,10/04/22,agravo regimental,DRA. CAVALCANTE,audiência marcada para 20 de junho de 2026,24 de junho de 2026,0
5353,9666878-83.2023.6.29.9905,2023-01-27,memoriais,Dra Fontes,diligência externa necessária,,sim
5354,7916680-90.2022.1.67.1785,2020-02-28,agravo regimental,DRA. CAVALCANTE,documentos pendentes de entrega pelo cliente,,sim
5355,8323566-47.2021.3.26.4644,2019-03-11,habilitação,Dr. Barros,Prazo fatal: 2026-08-10,,sim
5356,9686751-57.2022.7.62.3494,16/06/23,laudo pericial,Dra. Cavalcante,audiência marcada para 09/03/26,,1
5357,7065068-16.2021.7.14.6489,2020-08-27,recurso de apelação,Dr. Melo,documentos pendentes de entrega pelo cliente,18/02/26,S
5358,3306375-34.2024.9.48.9154,12/10/2022,intimação,Dra. Fontes,diligência externa necessária,17 de junho de 2026,0
5359,2575202-50.2023.1.54.9627,17 de janeiro de 2024,réplica,dr. melo,prazo para recurso: 23 dias úteis a contar da intimação,,1
5360,4568537-97.2021.4.82.7633,12/08/2025,citação,Dra. Fontes,audiência marcada para 14/05/26,,S
5361,2658962-39.2022.5.95.8856,01/01/2020,memoriais,Dr. Barros,audiência marcada para 04/07/2026,19 de setembro de 2026,não
5362,8735892-74.2025.8.18.9411,01/02/2019,acordo extrajudicial,Dr. Barros,diligência externa necessária,,S
5363,7765112-69.2024.9.62.5648,16/07/21,petição inicial,Dra. Cavalcante,,,1
5364,8588997-88.2020.6.29.5987,13 de agosto de 2020,sentença,Dr. Barros,,07/05/2026,S
5365,6414076-16.2021.7.78.8273,19 de maio de 2025,intimação,dr. melo,audiência marcada para 4 de outubro de 2026,,N
5366,6694761-39.2022.1.10.2199,2 de novembro de 2019,intimação,Dra. Cavalcante,audiência marcada para 12/11/2026,,S
5367,7544569-30.2022.4.91.9370,2025-12-31,citação,Dra. Cavalcante,diligência externa necessária,12/02/2026,
5368,5853247-29.2020.7.62.8870,01/11/21,audiência de instrução,Dra. Fontes,documentos pendentes de entrega pelo cliente,24/03/2026,N
5369,2236315-26.2022.5.82.8939,2023-08-28,acordo extrajudicial,dr. melo,Prazo fatal: 23 de novembro de 2026,11 de dezembro de 2026,sim
5370,7223110-52.2024.2.44.8994,25 de novembro de 2020,contestação,Dr. Melo,,,
5371,9408522-77.2021.3.36.8376,18/01/2020,contestação,DRA. CAVALCANTE,Prazo fatal: 16/08/2026,,0
5372,3750497-13.2024.6.65.9009,27/03/2026,laudo pericial,Dr. Barros,,2026-02-03,S
5373,7979033-26.2021.6.18.1084,21/01/2024,citação,Dra. Cavalcante,prazo para recurso: 7 dias úteis a contar da intimação,,0
5374,4494463-44.2022.5.80.7542,22 de março de 2022,recurso de apelação,Dr. Barros,documentos pendentes de entrega pelo cliente,,sim
